image,valence,energy,dance
2023-05-23_1772997280337_1.jpg,0.5466089844703674,0.5264585018157959,0.4776042103767395
2023-05-23_1772997340591_1.jpg,0.48636946082115173,0.48060929775238037,0.4238065183162689
2023-05-23_1773010448190_1.jpg,0.4985489547252655,0.5104597210884094,0.4474489390850067
2023-05-23_1773010450334_1.jpg,0.5437139272689819,0.5021271705627441,0.46175089478492737
2023-05-23_1773010451120_1.jpg,0.5189430713653564,0.5086278319358826,0.45815184712409973
2023-05-23_1773010452858_1.jpg,0.46870121359825134,0.48611271381378174,0.40809133648872375
2023-05-23_1773010452901_1.jpg,0.49825701117515564,0.48927193880081177,0.42804422974586487
2023-05-23_1773010453309_1.jpg,0.49810791015625,0.4882325232028961,0.43103551864624023
2023-05-23_1773010453883_1.jpg,0.4648445248603821,0.4531722068786621,0.39949971437454224
20230122_165604_1.jpg,0.43121469020843506,0.44841957092285156,0.39372918009757996
EFFECTS_1773041695298_1.jpg,0.5245459079742432,0.4988568425178528,0.4578208923339844
image-1765732145175.jpg,0.5077837705612183,0.5495527982711792,0.4798789620399475
IMG-407049d47084ca5b0d12005266fdc4be-V.jpg,0.5041279196739197,0.49288657307624817,0.43744921684265137
IMG-44760c9bc3df439f1ffc9a8807aae4f9-V.jpg,0.5241715312004089,0.49201256036758423,0.4392007887363434
IMG-48ba9be503790fb8aa625a0cfa4c9c43-V.jpg,0.4907189607620239,0.5108081698417664,0.4377553462982178
IMG-5d3919352545a11dd9782fb514a46e51-V.jpg,0.4587564170360565,0.4991337060928345,0.41545140743255615
IMG-b17c8a54b2a840c2dd31dac717c39f06-V.jpg,0.5242346525192261,0.5390177965164185,0.474582701921463
IMG-c376696d00d373104160f9faf0d1767f-V.jpg,0.5264294147491455,0.5250632762908936,0.4604108929634094
IMG-d2c57002877fc65808321899b3a74472-V.jpg,0.5064144730567932,0.5040687322616577,0.44670072197914124
IMG-e3a960a24aa854ad419ede0b15cfed15-V.jpg,0.5088486671447754,0.4990222156047821,0.43967342376708984
IMG-e6701b441acbca96391ea2a800db5f50-V.jpg,0.499101847410202,0.4618172347545624,0.4173862040042877
IMG_20201219_093230_1.jpg,0.5041208863258362,0.5118607878684998,0.446626752614975
IMG_20201219_100947_1.jpg,0.4691835641860962,0.47813084721565247,0.4101073741912842
IMG_20201219_101247_1.jpg,0.47496145963668823,0.4634220600128174,0.4036570191383362
IMG_20201219_101303_1.jpg,0.5065637826919556,0.47407224774360657,0.4244045913219452
IMG_20201219_101620_1.jpg,0.48629575967788696,0.47466030716896057,0.4118608832359314
IMG_20201219_101625_1.jpg,0.4813697338104248,0.4755863845348358,0.41438281536102295
IMG_20201219_102059_1.jpg,0.4752730429172516,0.4738187789916992,0.40623000264167786
IMG_20210117_085541_1.jpg,0.4725438356399536,0.5094717741012573,0.4345614016056061
IMG_20210117_085606_1.jpg,0.46564266085624695,0.4723528325557709,0.41120266914367676
IMG_20210117_085613_1.jpg,0.45654377341270447,0.46698859333992004,0.40477967262268066
IMG_20210117_102354_1.jpg,0.4789491891860962,0.4772263467311859,0.4221949577331543
IMG_20210117_150531-EFFECTS_1.jpg,0.5172335505485535,0.5073745846748352,0.4503615200519562
IMG_20210117_150531_1.jpg,0.5179795622825623,0.5081903338432312,0.4509378969669342
IMG_20210117_152150_1.jpg,0.45719102025032043,0.47848671674728394,0.40564680099487305
IMG_20210117_152201_1.jpg,0.45450469851493835,0.47653084993362427,0.40185555815696716
IMG_20230128_212511697_1.jpg,0.5121184587478638,0.5371567606925964,0.483927458524704
IMG_20230203_095705994_HDR~6_1.jpg,0.4452490508556366,0.5086831450462341,0.4333980977535248
IMG_20230228_061619905_HDR_1.jpg,0.47198206186294556,0.5366718173027039,0.4634742736816406
IMG_20230303_175641151~2_1.jpg,0.49956026673316956,0.47093963623046875,0.4228091239929199
IMG_20230315_175700697_HDR~2_1.jpg,0.49787846207618713,0.4887401759624481,0.43454915285110474
IMG_20230315_175731910_HDR~2_1.jpg,0.4926242530345917,0.4956142008304596,0.4305689334869385
IMG_20230315_175940944~2-EFFECTS_1.jpg,0.4756760597229004,0.478435218334198,0.42076581716537476
IMG_20230315_180314706_HDR~2_1.jpg,0.4889494776725769,0.488801509141922,0.43399620056152344
IMG_20230315_181821682_HDR~2_1.jpg,0.46297624707221985,0.4551084339618683,0.39764752984046936
IMG_20230315_182753473_HDR~2_1.jpg,0.4848385155200958,0.5028447508811951,0.42544639110565186
IMG_20230315_182832463_HDR~2_1.jpg,0.5131980776786804,0.5042951107025146,0.4361284077167511
IMG_20230315_182937448_HDR~3_1.jpg,0.4626549780368805,0.4746674597263336,0.40660083293914795
IMG_20230315_183316300_HDR~2_1.jpg,0.49057841300964355,0.5302419066429138,0.46201324462890625
IMG_20230322_171654071_HDR_1.jpg,0.4821144640445709,0.49022793769836426,0.4316508173942566
IMG_20230322_181426078_HDR_1.jpg,0.49371635913848877,0.5045168995857239,0.4323388934135437
IMG_20230322_182825653_HDR_1.jpg,0.47183260321617126,0.46966052055358887,0.4140291213989258
IMG_20230324_182653166_HDR_1.jpg,0.492162823677063,0.4721248149871826,0.4159753918647766
IMG_20230324_182828348_HDR_1.jpg,0.4865892827510834,0.5041654109954834,0.43477940559387207
IMG_20230324_182859569_HDR_1.jpg,0.4833888113498688,0.5093845129013062,0.440268337726593
IMG_20230405_181535412_HDR~2_1.jpg,0.5226077437400818,0.5379318594932556,0.4753724932670593
IMG_20230405_181604129_HDR_1.jpg,0.4712679386138916,0.4721868336200714,0.41410890221595764
IMG_20230405_181844393_MF_PORTRAIT_1.jpg,0.5149621367454529,0.5023684501647949,0.45071226358413696
IMG_20230407_115250270_MF_PORTRAIT_1.jpg,0.5230597853660583,0.5213019847869873,0.4692045748233795
IMG_20230407_115353799_MF_PORTRAIT_1.jpg,0.5093007683753967,0.504253625869751,0.45460501313209534
IMG_20230407_115616607_1.jpg,0.4760390818119049,0.4798118472099304,0.4186108410358429
IMG_20230407_115840638_1.jpg,0.5164298415184021,0.4856284260749817,0.43908724188804626
IMG_20230407_120234994_MF_PORTRAIT_1.jpg,0.5469701886177063,0.5286576151847839,0.48087000846862793
